001,005,007,008,035_##$a,040_##$a,040_##$c,040_##$d,045_##$a,100_1#$a,100_1#$c,100_1#$d,100_1#$q,240_1*$a,240_1*$l,245_1*$a,245_1*$b,245_1*$h,260_##$c,300_##$a,300_##$b,500_##$a,505_0#$a,510_4#$a,510_4#$b,510_4#$c,518_##$a,520_##$a,540_##$a,600_00$a,600_00$d,600_00$x,600_07$0,600_07$2,600_07$a,600_07$d,600_10$a,600_10$d,600_10$q,600_10$t,600_10$x,600_17$0,600_17$2,600_17$a,600_17$d,600_17$q,610_10$a,610_10$b,610_17$0,610_17$2,610_17$a,610_17$b,610_20$a,610_20$x,610_20$y,610_27$0,610_27$2,610_27$a,611_27$0,611_27$2,611_27$a,630_#7$0,630_#7$2,630_#7$a,630_00$a,648_#7$2,648_#7$a,650_#0$a,650_#0$v,650_#0$x,650_#0$y,650_#0$z,650_#7$0,650_#7$2,650_#7$a,650_#7$x,651_#0$a,651_#0$x,651_#0$y,651_#0$z,651_#7$0,651_#7$2,651_#7$a,651_#7$z,655_#7$0,655_#7$2,655_#7$a,700_1#$a,700_1#$c,700_1#$d,700_1#$q,710_1#$4,710_1#$a,710_1#$b,830_ *$a,830_ *$p,899_1#$a,905_##$a,948_2#$a,948_2#$b,948_2#$d,948_2#$e,948_2#$x,leader
3600679,20151214182650.0,ss|lmnjluz|nuu,991101s1988 nyunnn l eng d,(NIC)notisASF7744;3600679;(OCoLC)63896437;,NIC,NIC,NIC;NIC;,,"Orlov, Yuri,",,1924-,,,,"The Gorbachev reforms: a relationship between human rights and mutual
                security",,[sound recording],1988.,1 sound cassette (35 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Accompanied by: Notes.;Sponsored by: November 11th Committee.;Speaker(s): Orlov is a Soviet physicist who was imprisonned in the
                Soviet Union because of his human rights activism. He is now a researcher at Cornell
                in the Physics Department.;",,,,,"Lecture, April 27, 1988.","Orlov discusses the current situation in the Soviet Union in view of
                ""glasnost"" and suggests that the withdrawal of Soviet troops from
                Afghanistan is unique in the history of the Soviet Union.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(OCoLC)fst01122498,fast,Social history,,Soviet Union,Social conditions.,,,(OCoLC)fst01210281,fast,Soviet Union,,,,,,,,,,,,"Gorbachev and Soviet reform: insights on the present and
                future.",,CULectures,20000405120000.0,20141221,m,batch,lts,addfast,01465cim a22003252u 4500
3600603,20151214182633.0,ss|lmnjluz|nuu,991101s1988 nyunnn l eng d,(NIC)notisASF7668;3600603;(OCoLC)63896309;,NIC,NIC,NIC;NIC;,,"West, Cornel.",,,,,,The black church and oppositional politics,,[sound recording],1988.,2 sound cassettes (110 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Sponsored by: Society for the Humanities.;Speaker(s): West is from the Union Theological Seminary.;",,,,,"Lecture, April 28, 1988.","West discusses the ""Black Church"" and its oppositional
                politics (ie., the use of prophetic, all-embracing vision) and its consequences in
                terms of both enabling and disabling causes of freedom. She is introduced by
                Hortense Spillers, visiting professor of English, Cornell University.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,African Americans;African American theologians.;Theologians;Religion and politics.;,,Religion.,,United States.,(OCoLC)fst00799420;(OCoLC)fst00799689;(OCoLC)fst01093842;(OCoLC)fst01149517;,fast;fast;fast;fast;,African American theologians;African Americans;Religion and politics;Theologians;,Religion,,,,,(OCoLC)fst01204155,fast,United States,,,,,,,,,,,,Toni Morrison lectures.,,CULectures,19991217120000.0,20141221,m,batch,lts,addfast,01646cim a22003852u 4500
3600610,20151214182634.0,ss|lmnjluz|nuu,991101s1988 nyunnn l eng d,(NIC)notisASF7675;3600610;(OCoLC)63896319;,NIC,NIC,NIC;NIC;,,"Piedra, Jose",,,,,,Blues on blues,,[sound recording],1988.,1 sound cassette (60 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Accompanied by: Notes.;Sponsored by: Society for the Humanities,See CU 2793 for additional
                sponsors.;Speaker(s): Expert on Afro-Hispanic Studies at Yale University;
                Fellow of the Society for the Humanities, Cornell.;",,,,,"Lecture, April 29, 1988.","Piedra compares Latin American song with North American
                blues.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Popular music;Music;African Americans;Blues (Music);,,Music.,,United States.;Latin America.;,(OCoLC)fst00799558;(OCoLC)fst00835056;(OCoLC)fst01030269;(OCoLC)fst01071422;,fast;fast;fast;fast;,African Americans;Blues (Music);Music;Popular music;,,,,,,(OCoLC)fst01245945;(OCoLC)fst01204155;,fast;fast;,Latin America;United States;,,(OCoLC)fst01423855,fast,Music,,,,,,,,Race and class in Latin American popular music.,,CULectures,20000403120000.0,20141221,m,batch,lts,addfast,01596cim a22004212u 4500
3601667,20151214182918.0,ss|lmnjluz|nuu,991101s1988 nyunnn l eng d,(NIC)notisASF8732;3601667;(OCoLC)63898001;,NIC,NIC,NIC;NIC;,,"Sagan, Carl,",,1934-1996.,,,,Goals for the 21st-century,,[sound recording],1988.,1 sound cassette :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Accompanied by: Notes.;Sponsored by: Alumni Affairs, Office of.;Speaker(s): Sagan is the David Duncan Professor of Astronomy and
                Space Sciences; Director of the Laboratory for Planetary Studies; creator of
                ""Cosmos"" television series and author of ""Dragons of Eden"",
                ""Broca's Brain"", etc.;",,,,,"Lecture, June 10, 1988.","Sagan discusses the socioeconomic implications of present-day
                expenditures on conventional and nuclear arms as well as the hypothetical
                recognition of states like South Africa on the future.",No reproductions authorized.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nuclear warfare;Nuclear weapons.;Nuclear nonproliferation.;,,Social aspects.,,,(OCoLC)fst01040376;(OCoLC)fst01040951;(OCoLC)fst01040971;,fast;fast;fast;,Nuclear nonproliferation;Nuclear warfare;Nuclear weapons;,Social aspects,,,,,,,,,,,,,,,,,,,Spencer T. and Ann W. Olin lectures.,,CULectures,20000320120000.0,20141221,m,batch,lts,addfast,01630cim a22003732u 4500
3601915,20151214182957.0,ss|lmnjluz|nuu,991101s1988 nyunnn l eng d,(NIC)notisASF8980;3601915;(OCoLC)63898478;,NIC,NIC,NIC;NIC;,,"Draitser, Emil,",,1937-,,,,From Russia with laughs: Soviet underground humor,,[sound recording],1988.,1 sound cassette (60 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Sponsored by: Russian Literature, Department of.;Speaker(s): Professor of Russian at Hunter College and New York
                School of Comedy.;",,,,,"Lecture, September 19, 1988.","Draitser describes Soviet humor and compares it to that of the United
                States.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Russian wit and humor.,,,,,(OCoLC)fst01007815;(OCoLC)fst01102423;,fast;fast;,Manners and customs;Russian wit and humor;,,Soviet Union,Social life and customs.,,,(OCoLC)fst01210281,fast,Soviet Union,,,,,,,,,,,,,,CULectures,20000405120000.0,20141221,m,batch,lts,addfast,01234cim a22003252u 4500
3601920,20151214182958.0,ss|lmnjluz|nuu,991101s1988 nyunnn l eng d,(NIC)notisASF8985;3601920;(OCoLC)63898486;,NIC,NIC,NIC;NIC;,,"Mohawk, John,",,1945-2006.,,,,"Denonville and Sullivan campaigns: record of Iroquois
                agriculture",,[sound recording],1988.,2 sound cassettes :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Accompanied by: Notes.;Sponsored by: American Indian Program.;Speaker(s): Professor of American studies, SUNY-Buffalo.;",,,,,"Lecture, September 26, 1988.","Mohawk shifts his presentation from a discussion of Indian
                agricultural practices to focus on the contributions which the Iroquois Indians made
                to the construction of the United States Constitution.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indians of North America;Iroquois Indians.;,,Iroquois Indians;Agriculture.;,,,(OCoLC)fst00979404,fast,Iroquois Indians,,,,,,,,,,,,,,,,,,,,Cultural encounter: corn--Indian gift to the world.,,CULectures,20000301120000.0,20141221,m,batch,lts,addfast,01328cim a22003252u 4500
3601925,20151214182959.0,ss|lmnjluz|nuu,991101s1988 nyunnn l eng d,(NIC)notisASF8990;3601925;(OCoLC)63898494;,NIC,NIC,NIC;NIC;,,"Snodgrass, W. D.",,1926-2009.,"(William De Witt),",,,W.D. Snodgrass reads his own poetry,,[sound recording],1988.,1 sound cassette :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Sponsored by: English, Department of.;Speaker(s): 1960 Pulitzer Prize winner in poetry for his first book,
                ""Heart's Needle""; visiting professor of poetry, Cornell.;",,,,,"Reading, September 26, 1988.","Snodgrass reads passages from autobiographical sketches composed
                while he was visiting and working in Mexico.",,,,,,,,,"Snodgrass, W. D.",1926-2009.,"(William De Witt),",,,(OCoLC)fst01733107,fast,"Snodgrass, W. D.",1926-2009,"(William De Witt),",,,,,,,,,,,,,,,,,,,,fast,1900 - 1999,"Poetry, Modern",,,20th century.,,(OCoLC)fst01067769,fast,"Poetry, Modern",,,,,,,,,,,,,,,,,,,,,,CULectures,20000405120000.0,20141221,m,batch,lts,addfast,01318cim a22003252u 4500
3601941,20160106133446.0,ss|lmnjluz|nuu,991101s1988 nyunnn l eng d,(NIC)notisASF9006;3601941;(OCoLC)63898527;,NIC,NIC,NIC;NIC;,,"Brant, Beth,",,1941-2015.,,,,Beth Brant reads from her own work,,[sound recording],1988.,1 sound cassette :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Sponsored by: Cornell Women's Studies Program,Firebrand
                Books,Gays, Bisexuals and Lesbians of Color.;Speaker(s): Author of ""Mohawk Trail""; editor of ""A
                Gathering of Spirit"", a Native American feminist anthology.;",,,,,"Reading, October 3, 1988.","Brant reads from her book, ""Mohawk Trail"", an anthology of
                native American feminist writings.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indians of North America;Women authors.;Literature;,,Literature.;Indian authors.;,,,(OCoLC)fst00999992;(OCoLC)fst01177198;,fast;fast;,Literature;Women authors;,Indian authors,,,,,,,,,,,,,,,,,,,,,CULectures,20000307120000.0,20141221,m,batch,lts,addfast,01284cim a22003252u 4500
3601944,20151214183002.0,ss|lmnjluz|nuu,991101s1988 nyunnn l eng ,(NIC)notisASF9009;3601944;(OCoLC)63898530;,NIC,NIC,NIC;NIC;,,"Derrida, Jacques.",,,,Politiques de l'amitié.,English,The politics of friendship,,[sound recording],1988.,1 sound cassette (70 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Sponsored by: Andrew D. White Professors-at-Large Program.;Speaker(s): Professor of the History of Philosophy, Ecole des Hautes
                Etudes en Sciences Sociales, Paris; Andrew D. White Professor-at-Large.;",,,,,"Lecture, October 3, 1988.","Derrida addresses the concepts and meanings of friendship with a
                philosophical interpretation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Friendship.;Philosophy.;,,,,,(OCoLC)fst00935174;(OCoLC)fst01060777;,fast;fast;,Friendship;Philosophy;,,,,,,,,,,,,,,,,,,,,,,CULectures,19991201120000.0,20141221,m,batch,lts,addfast,01227cim a22003252u 4500
3601956,20151214183004.0,ss|lmnjluz|nuu,991101s1988 nyunnn l eng d,(NIC)notisASF9021;3601956;(OCoLC)63898551;,NIC,NIC,NIC;NIC;,,"Mernissi, Fatima.",,,,,,"The veil as magic in non-Democratic Islam: the word and the deed or
                the symbolic management of incoherence",,[sound recording],1988.,1 sound cassette :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Accompanied by: Notes.;Sponsored by: University Lectures Committee,Center for International
                Studies,Society for the Humanities,Women's Studies Program,Faculty Committee on
                Arabic and Islamic Studies of the College of Arts and Sciences.;Speaker(s): Universite Mohamed V. Institut, Universitaire de la
                Recherche Scientifique, Morocco.;",,,,,"Lecture, October 7, 1988.","Mernissi attributes the suppression of women's rights in the
                Muslim world to the advent of Islam and describes the role of women in modern Muslim
                society.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muslim women;Women in Islam.;Women (Islamic law);,,Social conditions.,,,(OCoLC)fst01031015;(OCoLC)fst01177797;(OCoLC)fst01735659;,fast;fast;fast;,Muslim women;Women in Islam;Women (Islamic law);,Social conditions,,,,,,,,,,,,,,,,,,,"Feminist perspectives on women in the Arabo-Islamic
                culture.;Arabic and Islamic lectures.;",,CULectures,20000417120000.0,20141221,m,batch,lts,addfast,01725cim a22003732u 4500
3601962,20151214183005.0,ss|lmnjluz|nuu,991101s1988 nyunnn l eng d,(NIC)notisASF9027;3601962;(OCoLC)63898564;,NIC,NIC,NIC,,"Rishmawi, Mona.",,,,,,"Arab women and political struggles: the case of Palestinian women
                during the Intifadah",,[sound recording],1988.,1 sound cassette (70 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Accompanied by: Notes.;Sponsored by: University Lectures Committee,Center for International
                Studies,Society for the Humanities,Women's Studies Program,Faculty Committee on
                Arabic and Islamic Studies of the College of Arts and Sciences.;Speaker(s): Practicing lawyer, Human rights activist in Al-Haqq,
                Ramallah, the West Bank.;",,,,,"Lecture, October 8, 1988.","Rishmawi discusses the role of Palestinian women in the
                Intifadah.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Women in Islam.;Women, Palestinian Arab.;Women;",,Political activity,,Arab countries.,(OCoLC)fst01177797;(OCoLC)fst01179079;(OCoLC)fst01734136;,fast;fast;fast;,"Women in Islam;Women, Palestinian Arab;Women;",Political activity,,,,,(OCoLC)fst01240128,fast,Arab countries,,,,,,,,,,,,"Feminist perspectives on women in the Arabo-Islamic
                culture.;Arabic and Islamic lectures.;",,CULectures,20000316120000.0,20141221,m,batch,lts,addfast,01683cim a22003852u 4500
